fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,target
-0.8399679505417522,1.5949190764125831,-1.130674073136689,1.6663251921072657,-3.5378160882748566,0.5503809498333074,-0.46326235320538456,-2.2212664798070305,0.28234020353043354,-1.700883398320002,-1.3087768593044213,-0.4754097425009065,0
-2.046249842927691,-4.862372685045362,-1.2420520533040365,-1.1607699284203454,1.242145785148802,1.737888378914256,0.3765579433821912,-0.308710220754132,0.9474860551271189,0.18777037576709243,-0.5305138791327018,1.8387401524660216,1
-0.2768961898076132,-2.476434091344135,-2.1817756780365416,-1.0522603639815564,-0.6588654023983869,4.156555520506651,0.11388359593328934,0.8160615193031383,0.21214480575295847,1.6863009842375878,-0.3728726032478509,-2.6172851288701175,2
-0.49209964306811105,-1.980198440866255,-0.1629682090364326,-0.4190555830604399,-2.332694699977462,0.9667723255438561,2.7678464220555394,-2.842968172693098,2.427208299576206,-3.0508717167793162,-1.5146382884201344,1.808339427146369,0
-0.132921543821638,-2.35390583999674,-0.9383351906769922,0.13176642857171572,-1.1809713747794188,0.3854890511057093,2.0391041058577066,-1.6775121713914087,1.121600931645141,-1.2859342711972546,-1.7041583059305951,1.4709892977001209,0
1.823036480775214,2.932878919954936,1.5815082827680977,0.671383599184511,-3.576563903635454,0.3065960314851455,1.1624957552746202,-3.8394309673093323,-3.3120903629297596,0.45066927469960216,-2.632875997877773,-3.463654332636325,1
-1.5106115030041818,-6.911676004987174,-0.8085347635171871,-1.1627338190647545,2.066552041760621,2.4908380309203295,0.40944738084912635,2.764704820938612,0.12909731830649052,4.269931434412548,-0.5123215836959782,-0.24875705062369957,2
1.6227864592025676,3.5239411310222555,0.17262131302936978,0.8604223705647855,0.8241911057029179,-2.1544706624099343,-0.09435831812321815,3.31214202230516,2.0819096095233505,-0.7601434851659018,2.757794496125138,0.13208823207728937,2
2.0982509735304227,6.1755068034864715,1.8073798166402,-2.0099029879111274,0.2177654413315741,-0.05321091974084004,0.9156517888436442,-0.7662073602713388,1.7367212062193205,-3.987423513743253,3.5678400431387374,-1.165925979828724,2
-1.0765715480564884,-6.500073699954794,-1.3833809682107132,-0.7898412502390089,3.453433582579821,-0.17766832677411595,1.2846893760696583,3.922890009835018,3.3739889211436873,1.0263815078285097,0.7664409719409788,3.8536910323548192,0
